community_id,size,avg_risk_score,high_risk_count,avg_degree,avg_betweenness,avg_neighbor_risk,high_risk_pct,is_high_risk_community
26,641,0.34983575626959024,184,2.720748829953198,0.0,0.3663094684542396,28.70514820592824,False
27,876,0.40361570131009966,344,2.5205479452054793,0.0,0.45615836352286315,39.26940639269406,False
28,468,0.3810886032734297,166,3.019230769230769,0.0,0.3375233736246346,35.47008547008547,False
29,355,0.40736495285562807,134,2.5661971830985917,0.0,0.422325762765307,37.74647887323944,False
30,2,0.8748110740958288,2,1.0,0.0,0.8748110740958288,100.0,True
31,214,0.3041499845706731,56,3.196261682242991,0.0,0.2856165865621425,26.168224299065418,False
32,845,0.42672604526135155,342,3.301775147928994,0.0,0.42877160900356964,40.47337278106509,False
33,393,0.4371727720024369,172,2.564885496183206,0.0,0.46070996817780424,43.765903307888046,False
34,1285,0.4687963024275973,577,3.0132295719844358,0.0,0.47129034478269544,44.902723735408564,False
35,1019,0.398960941324587,378,3.170755642787046,0.0,0.39849290759131584,37.09519136408244,False
36,310,0.4226653207488177,124,2.858064516129032,0.0,0.3910511216635634,40.0,False
37,1875,0.46206669037632864,844,3.0192,0.0,0.4585933955401427,45.013333333333335,False
38,3,0.6905719848751538,3,1.0,0.0,0.7094889301315228,100.0,True
39,2,0.30830563360554003,0,1.0,0.0,0.30830563360554003,0.0,False
40,357,0.42627703928016575,139,2.661064425770308,0.0,0.435401251571404,38.93557422969188,False
41,305,0.4363756450384782,126,2.855737704918033,0.0,0.48009417597887527,41.31147540983607,False
42,2,0.4870545381792579,0,1.0,0.0,0.4870545381792579,0.0,False
43,2327,0.36704233895623056,753,2.9630425440481307,0.0,0.37021768329142807,32.35926085088096,False
44,636,0.4398185288995063,266,2.839622641509434,0.0,0.4877367959070172,41.82389937106918,False
45,405,0.5051683853694368,194,3.728395061728395,0.0,0.4750595562541196,47.901234567901234,False
46,2,0.5551955154823556,1,1.0,0.0,0.5551955154823556,50.0,False
47,589,0.41945406913714817,228,2.803056027164686,0.0,0.41877585235878007,38.70967741935484,False
48,2,0.38491074501437694,0,1.0,0.0,0.38491074501437694,0.0,False
49,1348,0.4381545247925414,565,2.973293768545994,0.0,0.35404462176993917,41.91394658753709,False
50,7,0.1948050310871943,0,1.8571428571428572,0.0,0.28080130998098046,0.0,False
51,2,0.4801579931639205,1,1.0,0.0,0.4801579931639205,50.0,False
52,410,0.41620131389884085,142,3.2804878048780486,0.0,0.45080739676488657,34.63414634146341,False
53,2,0.005756293849704501,0,1.0,0.0,0.005756293849704501,0.0,False
54,1181,0.4623476258095186,523,3.374259102455546,0.0,0.46158830630240616,44.28450465707028,False
55,4,0.39064335001195705,1,1.5,0.0,0.33707917001430543,25.0,False
56,728,0.545424439888127,413,2.831043956043956,0.0,0.5537175634050312,56.730769230769226,False
57,2,0.5879562096526976,2,1.0,0.0,0.5879562096526976,100.0,False
58,2,0.06574414796202202,0,1.0,0.0,0.06574414796202202,0.0,False
59,350,0.502866203075229,177,3.2885714285714287,0.0,0.496170714602925,50.57142857142857,False
60,3,0.6742658382561696,2,1.3333333333333333,0.0,0.5508753310114106,66.66666666666666,True
61,2,0.6472809224764384,1,1.0,0.0,0.6472809224764384,50.0,False
62,1095,0.42124120198731935,454,3.3068493150684932,0.0,0.4876548004330602,41.46118721461187,False
63,4,0.44974804658771916,2,1.5,0.0,0.2897137367330329,50.0,False
64,368,0.433374050405413,144,3.0842391304347827,0.0,0.4781084448250996,39.130434782608695,False
65,683,0.38967782247583355,238,2.6896046852122986,0.0,0.39903163288819493,34.84626647144949,False
66,280,0.43133287611645654,109,2.8035714285714284,0.0,0.43195121027733396,38.92857142857143,False
67,385,0.5471272060928808,232,2.81038961038961,0.0,0.6260132901355345,60.259740259740255,False
68,404,0.3932729984455835,151,2.742574257425743,0.0,0.40207225984330397,37.37623762376238,False
69,3,0.000959187053205065,0,1.3333333333333333,0.0,0.0011073866669767984,0.0,False
70,459,0.49431642386641267,234,2.8801742919389977,0.0,0.5281354313158126,50.98039215686274,False
71,4,0.5522109208869691,3,1.5,0.0,0.5819506628989197,75.0,False
72,2,0.8742780005962798,2,1.0,0.0,0.8742780005962798,100.0,True
73,356,0.46180183686445003,156,3.25,0.0,0.42548865971033206,43.82022471910113,False
74,13,0.7764024633056548,11,1.8461538461538463,0.0,0.8171900898564454,84.61538461538461,True
75,3,0.06443047797542815,0,1.3333333333333333,0.0,0.10121662293013495,0.0,False
76,2,0.7515281315003112,2,1.0,0.0,0.7515281315003112,100.0,True
77,3,0.4077325369906346,1,1.3333333333333333,0.0,0.4244061678586957,33.33333333333333,False
78,2,0.1110756603688903,0,1.0,0.0,0.1110756603688903,0.0,False
79,2,0.4114062085354648,1,1.0,0.0,0.4114062085354648,50.0,False
80,3,0.08644526680778818,0,1.3333333333333333,0.0,0.07908996359239158,0.0,False
81,152,0.500458828871405,79,2.5328947368421053,0.0,0.4624824313450319,51.973684210526315,False
82,2,0.5651719978220179,2,1.0,0.0,0.5651719978220179,100.0,False
83,252,0.4060170162157567,96,2.5753968253968256,0.0,0.3643044802734113,38.095238095238095,False
84,4,0.46209657529644155,0,1.5,0.0,0.4551530144718128,0.0,False
85,2,0.050557643708942765,0,1.0,0.0,0.050557643708942765,0.0,False
86,3,0.14331418042552854,0,1.3333333333333333,0.0,0.12707693778938603,0.0,False
87,2,0.8224922798011719,2,1.0,0.0,0.8224922798011719,100.0,True
88,6,0.14786740100159027,0,1.6666666666666667,0.0,0.1569334804411643,0.0,False
89,2,0.28650614514339257,1,1.0,0.0,0.28650614514339257,50.0,False
90,2,0.44615213909279294,0,1.0,0.0,0.44615213909279294,0.0,False
91,2,0.07379689670064477,0,1.0,0.0,0.07379689670064477,0.0,False
92,3,0.8531817557268903,3,1.3333333333333333,0.0,0.880298316736943,100.0,True
93,5,0.07926947939330077,0,1.6,0.0,0.0453130037744605,0.0,False
94,352,0.4334054361425848,125,2.877840909090909,0.0,0.43221096427711,35.51136363636363,False
95,3,0.1921613123150283,0,1.3333333333333333,0.0,0.2371397217691682,0.0,False
96,2,0.17341988659677912,0,1.0,0.0,0.17341988659677912,0.0,False
97,9,0.07243191634318262,0,1.7777777777777777,0.0,0.015466495202846672,0.0,False
98,2,0.053776881888859936,0,1.0,0.0,0.053776881888859936,0.0,False
99,2,0.6020489660202151,1,1.0,0.0,0.6020489660202151,50.0,False
100,3,0.17839796606306915,0,1.3333333333333333,0.0,0.09869737181373767,0.0,False
101,2,0.13224315861151525,0,1.0,0.0,0.13224315861151525,0.0,False
102,2,0.6715071013577696,2,1.0,0.0,0.6715071013577696,100.0,True
103,3,0.2652748836020726,1,1.3333333333333333,0.0,0.20325226368938323,33.33333333333333,False
104,2,0.40896763470649655,1,1.0,0.0,0.40896763470649655,50.0,False
105,8,0.12344118278543098,0,1.75,0.0,0.12970609250526663,0.0,False
106,2,0.014543834840633192,0,1.0,0.0,0.014543834840633192,0.0,False
107,3,0.8032672860200906,3,1.3333333333333333,0.0,0.8477927219848027,100.0,True
108,2,0.42857199310378247,1,1.0,0.0,0.42857199310378247,50.0,False
109,212,0.40391423792869974,72,2.641509433962264,0.0,0.36882996371619825,33.9622641509434,False
110,2,0.4907904506880417,1,1.0,0.0,0.4907904506880417,50.0,False
111,8,0.5685704607453197,6,1.75,0.0,0.6099485704144635,75.0,False
112,11,0.5814563091325934,7,2.090909090909091,0.0,0.5141867529637324,63.63636363636363,False
113,3,0.7320323972102446,2,1.3333333333333333,0.0,0.7519279416233315,66.66666666666666,True
114,2,0.6999408965833149,2,1.0,0.0,0.6999408965833149,100.0,True
115,273,0.49364699477099383,132,3.0,0.0,0.4676460527695604,48.35164835164835,False
116,1222,0.44321615474881804,504,3.148117839607201,0.0,0.47398588648274376,41.243862520458265,False
117,1828,0.40862339027686506,715,2.9819474835886215,0.0,0.3844984151710204,39.113785557986866,False
118,3,0.36566091356284636,0,1.3333333333333333,0.0,0.4169963833390516,0.0,False
119,3,0.04363909813061947,0,1.3333333333333333,0.0,0.08626165563871147,0.0,False
120,5,0.5738312933878762,3,1.6,0.0,0.6285253879064335,60.0,False
121,5,0.7751916881137824,4,1.6,0.0,0.6010894444513856,80.0,True
122,3,0.4116532546047121,0,1.3333333333333333,0.0,0.4273757112486973,0.0,False
123,2,0.20010215629287462,0,1.0,0.0,0.20010215629287462,0.0,False
124,2,0.058752161953080626,0,1.0,0.0,0.058752161953080626,0.0,False
125,2,0.00022837880913219462,0,1.0,0.0,0.00022837880913219462,0.0,False
126,2220,0.4335684729280448,922,3.1504504504504505,0.0,0.42467420508669085,41.53153153153153,False
127,5,0.6604109086538201,3,1.6,0.0,0.7871562965826527,60.0,True
128,2,0.15567063461826014,0,1.0,0.0,0.15567063461826014,0.0,False
129,256,0.4483124597993683,112,2.9609375,0.0,0.47648760705225546,43.75,False
130,2,0.6675689552903983,2,1.0,0.0,0.6675689552903983,100.0,True
131,3,0.8850451348203249,3,1.3333333333333333,0.0,0.8555033442963698,100.0,True
132,2,0.22618966075095953,0,1.0,0.0,0.22618966075095953,0.0,False
133,4,0.338205935902398,1,1.5,0.0,0.47808218414884596,25.0,False
134,2,0.4446850485790334,1,1.0,0.0,0.4446850485790334,50.0,False
135,2,0.8408078884730417,2,1.0,0.0,0.8408078884730417,100.0,True
136,2,0.6600458240221144,2,1.0,0.0,0.6600458240221144,100.0,True
137,5,0.30465728522742785,1,1.6,0.0,0.3968897155057853,20.0,False
138,4,0.0017043835021889314,0,1.5,0.0,0.0016689556095418252,0.0,False
139,2,0.2050870787524621,0,1.0,0.0,0.2050870787524621,0.0,False
140,2,0.28866379239722606,1,1.0,0.0,0.28866379239722606,50.0,False
141,4,0.6407815301448189,3,1.5,0.0,0.5875140221684855,75.0,True
142,3,0.5238522582908354,1,1.3333333333333333,0.0,0.45318118961977216,33.33333333333333,False
143,2,0.15240851066354322,0,1.0,0.0,0.15240851066354322,0.0,False
144,5,0.2914825491832337,0,1.8,0.0,0.2705148056137997,0.0,False
145,6,0.27368599300286317,1,1.6666666666666667,0.0,0.26458402037954865,16.666666666666664,False
146,5,0.8963156104158901,5,1.6,0.0,0.8566237785159865,100.0,True
147,2,0.011063507450372361,0,1.0,0.0,0.011063507450372361,0.0,False
148,3,0.2369583133725566,1,1.0,0.0,0.44853279194844964,33.33333333333333,False
149,3,0.8097489656065907,3,1.3333333333333333,0.0,0.8218384151521875,100.0,True
150,3,0.1890011900616556,1,1.3333333333333333,0.0,0.10083396671193823,33.33333333333333,False
151,2,0.5370828519697719,1,1.0,0.0,0.5370828519697719,50.0,False
152,2,0.9421680728232213,2,1.0,0.0,0.9421680728232213,100.0,True
153,2,0.7246630951236371,1,1.0,0.0,0.7246630951236371,50.0,False
154,9,0.34274019270035505,2,1.7777777777777777,0.0,0.26929736178352864,22.22222222222222,False
155,2,0.8459773495269642,2,1.0,0.0,0.8459773495269642,100.0,True
156,2,0.9268546514317988,2,1.0,0.0,0.9268546514317988,100.0,True
157,3,0.8097290561873104,3,1.3333333333333333,0.0,0.8653774734040139,100.0,True
158,2,0.012832656311688409,0,1.0,0.0,0.012832656311688409,0.0,False
159,11,0.032886363971582885,0,2.4545454545454546,0.0,0.008612896708980057,0.0,False
160,5,0.5656748837787051,4,1.6,0.0,0.595948844899594,80.0,False
161,8,0.6929983884587292,7,1.75,0.0,0.755628742539152,87.5,True
162,3,0.5907698483675633,2,1.0,0.0,0.5085197999510115,66.66666666666666,False
163,8,0.628916404625791,4,1.75,0.0,0.7626581211454732,50.0,False
164,2,0.6681950824218633,1,1.0,0.0,0.6681950824218633,50.0,False
165,2,0.5186172048946283,1,1.0,0.0,0.5186172048946283,50.0,False
166,4,0.4053981751019059,1,1.5,0.0,0.3584515348041051,25.0,False
167,2,0.02418132957914506,0,2.0,0.0,0.03236209589961477,0.0,False
168,3,0.893363212626324,3,1.0,0.0,0.8864556246435659,100.0,True
169,4,0.2025442266376428,1,1.5,0.0,0.285581305056854,25.0,False
170,2,0.008379332158702485,0,1.0,0.0,0.008379332158702485,0.0,False
171,4,0.17734524119122755,0,1.5,0.0,0.24654627320242045,0.0,False
172,2,0.8364898404729322,2,1.0,0.0,0.8364898404729322,100.0,True
173,2,0.9674530275411075,2,1.0,0.0,0.9674530275411075,100.0,True
174,3,0.606145944157409,2,1.3333333333333333,0.0,0.701111159953166,66.66666666666666,True
175,3,0.14991080843766283,0,1.3333333333333333,0.0,0.1374789607058338,0.0,False
176,431,0.35269515002985424,125,2.793503480278422,0.0,0.375461210425261,29.00232018561485,False
177,2,0.0007011630578434577,0,1.0,0.0,0.0007011630578434577,0.0,False
178,2,0.5897771730276089,2,1.0,0.0,0.5897771730276089,100.0,False
179,2,0.8811772946266443,2,1.0,0.0,0.8811772946266443,100.0,True
180,3,0.13497298210302658,0,1.3333333333333333,0.0,0.1434623954003267,0.0,False
181,2,0.9650601012670998,2,1.0,0.0,0.9650601012670998,100.0,True
182,5,0.2215084496337149,0,1.6,0.0,0.32115490497684435,0.0,False
183,3,0.2844339659591624,1,1.3333333333333333,0.0,0.267488417174173,33.33333333333333,False
184,2,0.7028210162599249,1,1.0,0.0,0.7028210162599249,50.0,False
185,3,0.4382344697089349,1,1.3333333333333333,0.0,0.3954318718470391,33.33333333333333,False
186,2,0.05056751052731326,0,1.0,0.0,0.05056751052731326,0.0,False
187,10,0.3485573928181338,3,1.8,0.0,0.25708777898604096,30.0,False
188,2,0.5191351920506069,2,1.0,0.0,0.5191351920506069,100.0,False
189,5,0.44736936282543055,1,1.6,0.0,0.3992399121117165,20.0,False
190,2,0.014036195546388658,0,1.0,0.0,0.014036195546388658,0.0,False
191,2,0.0229242875016796,0,1.0,0.0,0.0229242875016796,0.0,False
192,2,0.07978717437747777,0,1.0,0.0,0.07978717437747777,0.0,False
193,2,0.010884287302290702,0,1.0,0.0,0.010884287302290702,0.0,False
194,2,0.09806249615878083,0,1.0,0.0,0.09806249615878083,0.0,False
195,2,0.8582407646332633,2,1.0,0.0,0.8582407646332633,100.0,True
196,11,0.2529746464320905,3,1.9090909090909092,0.0,0.238905140851994,27.27272727272727,False
197,2,0.6293442188074154,2,1.0,0.0,0.6293442188074154,100.0,True
198,6,0.3538536665565613,3,1.6666666666666667,0.0,0.4483123115692134,50.0,False
199,3,0.9797803449086095,3,1.3333333333333333,0.0,0.9777913500122751,100.0,True
200,2,0.8889198496271185,2,1.0,0.0,0.8889198496271185,100.0,True
201,2,0.5691064296006577,1,1.0,0.0,0.5691064296006577,50.0,False
202,2,0.9758184871818201,2,1.0,0.0,0.9758184871818201,100.0,True
203,2,0.09574319916274981,0,1.0,0.0,0.09574319916274981,0.0,False
204,3,0.9235055291330809,3,1.3333333333333333,0.0,0.9235055291330809,100.0,True
205,2,0.0019657764505946005,0,1.0,0.0,0.0019657764505946005,0.0,False
206,3,0.30294659462535917,0,1.3333333333333333,0.0,0.23495146311584492,0.0,False
207,2,0.5452984442881164,2,1.0,0.0,0.5452984442881164,100.0,False
208,2,0.28804373401210603,0,1.0,0.0,0.28804373401210603,0.0,False
209,2,0.7071620373261017,1,1.0,0.0,0.7071620373261017,50.0,False
210,2,0.8531178983232166,2,1.0,0.0,0.8531178983232166,100.0,True
211,2,0.2900037959133825,0,1.0,0.0,0.2900037959133825,0.0,False
212,3,0.8681863371390489,3,1.3333333333333333,0.0,0.8607149086501226,100.0,True
213,2,0.05127257102299276,0,1.0,0.0,0.05127257102299276,0.0,False
214,2,0.8136593603298332,2,1.0,0.0,0.8136593603298332,100.0,True
215,2,0.34583557127571074,1,1.0,0.0,0.34583557127571074,50.0,False
216,2,0.6455481012760829,1,1.0,0.0,0.6455481012760829,50.0,False
217,2,0.27380198897686875,1,1.0,0.0,0.27380198897686875,50.0,False
218,2,0.9024552958004759,2,1.0,0.0,0.9024552958004759,100.0,True
219,9,0.6263766659446018,7,1.7777777777777777,0.0,0.6110744306664473,77.77777777777779,True
220,3,0.0404040087037553,0,1.3333333333333333,0.0,0.02109412795835133,0.0,False
221,3,0.471646201431777,1,1.3333333333333333,0.0,0.4857328006067083,33.33333333333333,False
222,2,0.011373034229838624,0,1.0,0.0,0.011373034229838624,0.0,False
223,6,0.7228267538371361,4,1.6666666666666667,0.0,0.7275918611895013,66.66666666666666,True
224,6,0.2702902426356668,1,1.6666666666666667,0.0,0.2916696996612785,16.666666666666664,False
225,3,0.38495911448011166,1,1.0,0.0,0.4148368790938315,33.33333333333333,False
226,2,0.1430315296037307,0,1.0,0.0,0.1430315296037307,0.0,False
227,2,0.4454171397190445,0,1.0,0.0,0.4454171397190445,0.0,False
228,2,8.090603679573573e-05,0,1.0,0.0,8.090603679573573e-05,0.0,False
229,5,0.47764130134439087,3,1.6,0.0,0.500532897916208,60.0,False
230,2,0.3015380950967258,0,1.0,0.0,0.3015380950967258,0.0,False
231,3,0.3316021888819652,0,1.3333333333333333,0.0,0.35275263187980066,0.0,False
232,2,0.23433642805120367,0,1.0,0.0,0.23433642805120367,0.0,False
233,2,0.49780662477138704,1,1.0,0.0,0.49780662477138704,50.0,False
234,4,0.06489042557335738,0,1.5,0.0,0.049320735746970226,0.0,False
235,7,0.7180062724921539,6,1.8571428571428572,0.0,0.6569809658279555,85.71428571428571,True
236,3,0.005325561261292974,0,1.3333333333333333,0.0,0.005019433270316053,0.0,False
237,5,0.24541394845741316,0,1.6,0.0,0.2073327615632891,0.0,False
238,3,0.13512646161967953,0,1.3333333333333333,0.0,0.15918266525602554,0.0,False
239,5,0.243029210397847,1,1.6,0.0,0.20310567324408732,20.0,False
240,3,0.0584395900657488,0,1.3333333333333333,0.0,0.09879343086127697,0.0,False
241,3,0.2589699143975996,0,1.3333333333333333,0.0,0.323326806282703,0.0,False
242,2,0.01740000439585131,0,1.0,0.0,0.01740000439585131,0.0,False
243,3,0.017171704774207704,0,1.0,0.0,0.01289911851703475,0.0,False
244,7,0.5441229186196171,4,1.7142857142857142,0.0,0.47414919909583625,57.14285714285714,False
245,3,0.7030996304556624,3,1.3333333333333333,0.0,0.7276500898489084,100.0,True
246,2,0.3888814724081167,0,1.0,0.0,0.3888814724081167,0.0,False
247,4,0.1854460044606412,1,1.5,0.0,0.10670575393226134,25.0,False
248,4,0.518276126368231,3,1.5,0.0,0.511749109110498,75.0,False
249,2,0.6420116351329043,2,1.0,0.0,0.6420116351329043,100.0,True
250,3,0.7637198882039793,3,1.3333333333333333,0.0,0.8275314012689209,100.0,True
251,2,0.23287048168401986,0,1.0,0.0,0.23287048168401986,0.0,False
252,2,0.5886223228188032,1,1.0,0.0,0.5886223228188032,50.0,False
253,5,0.4957657089740374,2,1.6,0.0,0.46979641487815993,40.0,False
254,7,0.6677713320678283,5,1.7142857142857142,0.0,0.6238457992987867,71.42857142857143,True
255,12,0.48092593302284564,4,1.8333333333333333,0.0,0.4412016907387206,33.33333333333333,False
256,2,0.6277554570936166,1,1.0,0.0,0.6277554570936166,50.0,False
257,2,0.0067796101300356595,0,1.0,0.0,0.0067796101300356595,0.0,False
258,2,0.25344745227229315,0,1.0,0.0,0.25344745227229315,0.0,False
259,3,0.21631220293694994,0,1.3333333333333333,0.0,0.21942687528976432,0.0,False
260,2,0.010069883137150055,0,1.0,0.0,0.010069883137150055,0.0,False
261,6,0.01503286044604202,0,1.6666666666666667,0.0,0.02730196855037108,0.0,False
262,2,0.5939274932433432,1,1.0,0.0,0.5939274932433432,50.0,False
263,18,0.991295450249192,18,1.8888888888888888,0.0,0.989640249882812,100.0,True
264,2,0.9053108649870283,2,1.0,0.0,0.9053108649870283,100.0,True
265,4,0.01569331953263827,0,1.5,0.0,0.045277296430708484,0.0,False
266,3,0.25096041365687,0,1.3333333333333333,0.0,0.13825613196526645,0.0,False
267,2,0.16303774760655837,0,1.0,0.0,0.16303774760655837,0.0,False
268,2,0.07651438209161408,0,1.0,0.0,0.07651438209161408,0.0,False
269,3,0.4627086668963245,0,1.3333333333333333,0.0,0.44631790689097284,0.0,False
270,5,0.7232903491101289,4,1.6,0.0,0.6680663997122507,80.0,True
271,6,0.8934973013095084,6,1.6666666666666667,0.0,0.8918536772659525,100.0,True
272,3,0.8837540953072126,3,1.3333333333333333,0.0,0.8543980298739817,100.0,True
273,2,0.37916459798757374,0,1.0,0.0,0.37916459798757374,0.0,False
274,4,0.07519959343007565,0,1.5,0.0,0.0255605454266692,0.0,False
275,2,0.6566389606197771,2,1.0,0.0,0.6566389606197771,100.0,True
276,3,0.2636785636594658,1,1.3333333333333333,0.0,0.18358720578146095,33.33333333333333,False
277,2,0.7385654160702941,2,1.0,0.0,0.7385654160702941,100.0,True
278,3,0.9320522501896763,3,1.3333333333333333,0.0,0.943802515806876,100.0,True
279,2,0.2255926261013947,0,1.0,0.0,0.2255926261013947,0.0,False
280,3,0.13140742641549,0,1.3333333333333333,0.0,0.09582898274171332,0.0,False
281,3,0.7722937888705149,3,1.0,0.0,0.7470829018814701,100.0,True
282,2,0.20183749521759525,0,1.0,0.0,0.20183749521759525,0.0,False
283,3,0.1518754468714337,0,1.0,0.0,0.1548207124165347,0.0,False
284,2,0.5458281230789845,1,1.0,0.0,0.5458281230789845,50.0,False
285,2,0.3255727403050796,1,1.0,0.0,0.3255727403050796,50.0,False
286,2,0.20342612607029065,0,1.0,0.0,0.20342612607029065,0.0,False
287,2,0.6279626520462148,1,1.0,0.0,0.6279626520462148,50.0,False
288,3,0.7051548667910214,3,1.3333333333333333,0.0,0.615855802296394,100.0,True
289,3,0.05687284423556859,0,1.3333333333333333,0.0,0.0294208571966,0.0,False
290,4,0.2043706743051279,1,1.5,0.0,0.20006248517292302,25.0,False
291,3,0.8603627446346085,3,1.3333333333333333,0.0,0.8361324724134788,100.0,True
292,2,0.16582833842345296,0,1.0,0.0,0.16582833842345296,0.0,False
293,2,0.16620505555125814,0,1.0,0.0,0.16620505555125814,0.0,False
294,3,0.3942024878419956,1,1.3333333333333333,0.0,0.3358389904508609,33.33333333333333,False
295,2,0.4500878718576191,1,1.0,0.0,0.4500878718576191,50.0,False
296,2,0.5784317525025012,2,1.0,0.0,0.5784317525025012,100.0,False
297,3,0.582161052145605,3,1.3333333333333333,0.0,0.6295887612300433,100.0,False
298,2,0.5219558907843971,2,1.0,0.0,0.5219558907843971,100.0,False
299,2,0.9336187442774511,2,1.0,0.0,0.9336187442774511,100.0,True
300,2,0.1824845057086866,0,1.0,0.0,0.1824845057086866,0.0,False
301,2,0.03216627645070053,0,1.0,0.0,0.03216627645070053,0.0,False
302,2,0.461359341089794,1,1.0,0.0,0.461359341089794,50.0,False
303,2,0.20971741711910827,0,1.0,0.0,0.20971741711910827,0.0,False
304,2,0.004577702573835346,0,1.0,0.0,0.004577702573835346,0.0,False
305,2,0.20866702862363226,0,1.0,0.0,0.20866702862363226,0.0,False
306,3,0.4286291845575549,1,1.3333333333333333,0.0,0.4152147539067334,33.33333333333333,False
307,3,0.06907342806323497,0,1.3333333333333333,0.0,0.13600675246150992,0.0,False
308,4,0.5915743852847195,3,1.5,0.0,0.6756503052382495,75.0,False
309,2,0.2087506774647922,0,1.0,0.0,0.2087506774647922,0.0,False
310,3,0.5365444765440092,2,1.3333333333333333,0.0,0.5997140268880307,66.66666666666666,False
311,2,0.6467657946373185,2,1.0,0.0,0.6467657946373185,100.0,True
312,6,0.4854617581724536,3,2.0,0.0,0.6180767433404881,50.0,False
313,2,0.38159958946122235,0,1.0,0.0,0.38159958946122235,0.0,False
314,2,0.5949103738432966,2,1.0,0.0,0.5949103738432966,100.0,False
315,4,0.6016953202455009,2,1.5,0.0,0.4605258107586643,50.0,False
316,3,0.20306823950517902,0,1.3333333333333333,0.0,0.1788665001853377,0.0,False
317,2,0.9321965400136369,2,1.0,0.0,0.9321965400136369,100.0,True
318,2,0.6763347713637764,2,1.0,0.0,0.6763347713637764,100.0,True
319,2,0.6110301429053356,1,1.0,0.0,0.6110301429053356,50.0,False
320,4,0.27257096002248604,1,1.5,0.0,0.21606547230762585,25.0,False
321,2,0.42903767822692185,1,1.0,0.0,0.42903767822692185,50.0,False
322,2,0.7598332947716665,2,1.0,0.0,0.7598332947716665,100.0,True
323,6,0.2355033198952835,1,1.6666666666666667,0.0,0.20475584383614623,16.666666666666664,False
324,2,0.41064420304003935,1,1.0,0.0,0.41064420304003935,50.0,False
325,2,0.2504231303574257,0,1.0,0.0,0.2504231303574257,0.0,False
326,2,0.09634735440368662,0,1.0,0.0,0.09634735440368662,0.0,False
327,3,0.606584218138133,2,1.3333333333333333,0.0,0.623262402858186,66.66666666666666,True
328,5,0.34821785930145543,0,1.6,0.0,0.3540447944363202,0.0,False
329,2,0.6166983965438999,2,1.0,0.0,0.6166983965438999,100.0,True
330,2,0.1294903242707855,0,1.0,0.0,0.1294903242707855,0.0,False
331,4,0.23951077552044722,1,1.5,0.0,0.16292264173192222,25.0,False
332,2,0.5897422515955122,1,1.0,0.0,0.5897422515955122,50.0,False
333,4,0.43716426457946683,1,1.25,0.0,0.205177083022772,25.0,False
334,2,0.4792968962590604,1,1.0,0.0,0.4792968962590604,50.0,False
335,5,0.11095647831483783,0,1.6,0.0,0.10361419558394344,0.0,False
336,3,0.3042308923214085,1,1.3333333333333333,0.0,0.3258007300123959,33.33333333333333,False
337,2,0.8205582317768012,2,1.0,0.0,0.8205582317768012,100.0,True
338,8,0.32921933997261515,1,1.75,0.0,0.35685782683736444,12.5,False
